,0,1,size
1239,4.92,CD,3
1240,4.97,CD,1
1241,40,CD,46
1242,"40,000",CD,3
1243,40-a-share,JJ,1
1244,40-point,JJ,2
1245,40-year-old,JJ,1
1246,40.1,CD,3
1247,40.6,CD,1
1248,400,CD,16
1249,"400,000",CD,4
1250,400.3,CD,1
1251,"402,000",CD,1
1252,402.7,CD,1
1253,403,CD,1
1254,"404,294",CD,1
1255,405,CD,1
1256,406,CD,3
1257,407.9,CD,1
1258,409,CD,1
1259,"409,000",CD,1
1260,41,CD,8
1261,41.2,CD,1
1262,41.3,CD,2
1263,41.5,CD,1
1264,41.76,CD,1
1265,41.8,CD,1
1266,410,CD,1
1267,411,CD,1
1268,414,CD,1
1269,415.9,CD,1
1270,42,CD,11
1271,42.5,CD,2
1272,42.60,CD,1
1273,42.7,CD,1
1274,421,CD,1
1275,422,CD,1
1276,422.1,CD,1
1277,423.9,CD,1
1278,425,CD,1
1279,"425,000",CD,2
1280,427.7,CD,1
1281,428,CD,1
1282,43,CD,9
1283,"43,000",CD,1
1284,43-year-old,NNP,1
1285,43.3,CD,2
1286,43.375,CD,2
1287,43.5,CD,2
1288,43.75,CD,1
1289,"430,000",CD,1
1290,432,CD,1
1291,433.2,CD,1
1292,433.5,CD,1
1293,"436,000",CD,1
1294,44,CD,19
1295,"44,000",CD,1
1296,44-cent-a-barrel,JJ,1
1297,44.125,CD,1
1298,44.3,CD,1
1299,44.6,CD,1
1300,44.625,CD,1
1301,44.7,CD,1
1302,4400,CD,1
1303,441.1,CD,1
1304,"445,645",CD,1
1305,449,CD,2
1306,449.3,CD,2
1307,45,CD,18
1308,45-member,JJ,1
1309,45-year-old,JJ,1
1310,45.3,CD,1
1311,45.50,CD,2
1312,450,CD,8
1313,"450,000",CD,1
1314,452,CD,2
1315,453,CD,1
1316,"453,000",CD,1
1317,454,CD,1
1318,"455,000",CD,1
1319,456.2,CD,1
1320,456.4,CD,1
1321,457,CD,1
1322,458.52,CD,1
1323,458.8,CD,1
1324,46,CD,8
1325,46-year-old,JJ,1
1326,46.1,CD,1
1327,46.125,CD,1
1328,46.5,CD,1
1329,46.9,CD,1
1330,460.33,CD,1
1331,461,CD,1
1332,"461,539,056",CD,1
1333,463.06,CD,1
1334,465,CD,1
1335,469.6,CD,1
1336,47,CD,4
1337,47.6,CD,1
1338,470,CD,1
1339,470.80,CD,3
1340,471.6,CD,1
1341,473,CD,1
1342,475,CD,3
1343,476.5,CD,1
1344,48,CD,9
1345,"48,000",CD,1
1346,48-year-old,NNP,2
1347,48.375,CD,1
1348,48.6,CD,1
1349,481,CD,1
1350,482.3,CD,1
1351,486,CD,2
1352,486.74,CD,1
1353,486tm,JJ,1
1354,49,CD,5
1355,49-nation,JJ,1
1356,49.2,CD,2
1357,49.9,CD,2
1358,491.10,CD,1
1359,496,CD,2
1360,4:02,CD,1
1361,4:30,CD,1
1362,4\/32,CD,1
1363,5,NN,46
1364,5,VB,1
1365,5,VBG,1
1366,5,VBP,1
1367,"5,000",CD,11
1368,"5,088",CD,1
1369,"5,088,774",CD,1
1370,"5,267,238",CD,1
1371,"5,273",CD,1
1372,"5,440",CD,1
1373,"5,500",CD,1
1374,"5,760",CD,1
1375,5-4,JJ,1
1376,5.0,CD,1
1377,5.03,CD,1
1378,5.04,CD,2
1379,5.09,CD,1
1380,5.1,CD,2
1381,5.10,CD,1
1382,5.133,CD,1
1383,5.16,CD,1
1384,5.2,CD,5
1385,5.23,CD,1
1386,5.25,CD,1
1387,5.28,CD,1
1388,5.3,CD,3
1389,5.315,CD,1
1390,5.32,CD,2
1391,5.37,CD,1
1392,5.4,CD,4
1393,5.41,CD,1
1394,5.42,CD,2
1395,5.44,CD,1
1396,5.5,CD,4
1397,5.58,CD,1
1398,5.6,CD,3
1399,5.67,CD,1
1400,5.7,CD,2
1401,5.75,CD,2
1402,5.76,CD,1
1403,5.8,CD,5
1404,5.81,CD,1
1405,5.9,CD,5
1406,5.91,CD,1
1407,5.94,CD,2
1408,5.99,CD,1
1409,50,CD,85
1410,"50,000",CD,9
1411,"50,005,000",CD,1
1412,"50,400",CD,1
1413,50-50,JJ,3
1414,50-story,JJ,1
1415,50.01,CD,1
1416,50.3,CD,1
1417,50.5,CD,1
1418,50.7,CD,1
1419,50.8,CD,1
1420,50.9,CD,1
1421,500,CD,33
1422,"500,000",CD,10
1423,500-Stock,NNP,2
1424,500-stock,JJ,2
1425,500-stock,NNP,1
1426,500-store,JJ,1
1427,504,CD,2
1428,505-455,JJ,1
1429,507,CD,1
1430,508-point,JJ,2
1431,509,CD,2
1432,51,CD,12
1433,"51,911,566",CD,1
1434,51-48,JJ,2
1435,51-year-old,JJ,1
1436,51.3,CD,1
1437,51.9,CD,1
1438,515.4,CD,1
1439,517,CD,1
1440,52,CD,7
1441,52-week,JJ,3
1442,52-year-old,NNP,1
1443,52.1,CD,1
1444,52.50,CD,1
1445,52.7,CD,1
1446,52.75,CD,1
1447,"520,000",CD,1
1448,522,CD,1
1449,"523,920,214",CD,1
1450,524.5,CD,1
1451,525,CD,1
1452,"525,000",CD,1
1453,527.39,CD,1
1454,528.4,CD,1
1455,53,CD,7
1456,"53,496,665",CD,1
1457,53.1,CD,1
1458,53.75,CD,1
1459,535,CD,1
1460,537.91,CD,1
1461,539.4,CD,1
1462,54,CD,9
1463,"54,000",CD,2
1464,54.3,CD,1
1465,54.4,CD,1
1466,54.6,CD,1
1467,54.875,CD,1
1468,541,CD,1
1469,545.96,CD,1
1470,"547,000",CD,1
1471,"547,347,585",CD,1
1472,549.9,CD,1
1473,55,NN,10
1474,"55,000",CD,1
1475,55.7,CD,2
1476,550,CD,1
1477,"550,000",CD,1
1478,552,CD,1
1479,"552,302",CD,1
1480,"557,000",CD,1
1481,55th,NN,1
1482,56,CD,9
1483,"56,000",CD,1
1484,56-year-old,JJ,1
1485,56.1,CD,1
1486,56.25,CD,1
1487,56.9,CD,2
1488,560,CD,2
1489,566,CD,1
1490,"569,000",CD,1
1491,57,CD,10
1492,57-year-old,JJ,1
1493,572,CD,1
1494,576,CD,1
1495,577.3,CD,1
1496,58,CD,7
1497,"58,000",CD,1
1498,58.2,CD,1
1499,58.8,CD,1
1500,58.9,CD,2
1501,580,CD,1
1502,582.6,CD,1
1503,587,CD,1
1504,589,CD,1
1505,59,CD,6
1506,59.5,CD,1
1507,59.50,CD,1
1508,59.7,CD,1
1509,593.5,CD,1
1510,596.8,CD,1
1511,599.4,CD,1
1512,5:04,CD,1
1513,5:09,CD,1
1514,5:40,CD,1
1515,5\/100,CD,1
1516,5\/8,CD,35
1517,6,CD,40
1518,"6,000",CD,1
1519,"6,000-member",NNP,1
1520,"6,050",CD,1
1521,"6,320",CD,1
1522,"6,480",CD,1
1523,"6,727,042",CD,1
1524,"6,805",CD,1
1525,"6,840",CD,1
1526,6.03,CD,1
1527,6.05,CD,1
1528,6.07,CD,3
1529,6.1,CD,1
1530,6.15,CD,1
1531,6.2,CD,2
1532,6.23,CD,1
1533,6.25,CD,1
1534,6.3,CD,5
1535,6.30,CD,1
1536,6.34,CD,1
1537,6.4,CD,7
1538,6.40,CD,1
1539,6.46,CD,1
1540,6.5,CD,13
1541,6.59,CD,1
1542,6.6,CD,2
1543,6.63,CD,1
1544,6.7,CD,1
1545,6.70,CD,1
1546,6.71,CD,1
1547,6.75,CD,1
1548,6.79,CD,3
1549,6.8,CD,5
1550,6.80,CD,1
1551,6.9,CD,12
1552,6.90,CD,2
1553,6.94,CD,1
1554,60,CD,33
1555,"60,000",CD,2
1556,"60,000-odd",JJ,1
1557,60-day,JJ,1
1558,60-inch,JJ,1
1559,60-second,JJ,1
1560,60-year-old,JJ,1
1561,60.1,CD,2
1562,60.2,CD,1
1563,60.3,CD,1
1564,600,CD,6
1565,"600,000",CD,1
1566,604.72,CD,1
1567,61,CD,5
1568,"61,493",CD,1
1569,61-year-old,NNP,1
1570,61.125,CD,1
1571,61.4,CD,1
1572,61.875,CD,1
1573,613,CD,1
1574,614.6,CD,1
1575,616,CD,1
1576,617,CD,1
1577,618.6,CD,1
1578,618.9,CD,1
1579,62,CD,8
1580,62%-owned,JJ,1
1581,"62,000",CD,1
1582,62.1,CD,1
1583,62.3,CD,1
1584,62.36,CD,1
1585,62.42,CD,2
1586,62.5,CD,3
1587,62.50,CD,1
1588,62.8,CD,1
1589,62.875,CD,2
1590,620.5,CD,1
1591,621,CD,1
1592,622,CD,1
1593,625,CD,1
1594,"625,000",CD,1
1595,628,CD,1
1596,629,CD,1
1597,63,CD,6
1598,"63,971",CD,1
1599,63.52,CD,1
1600,63.9,CD,2
1601,"638,000",CD,1
1602,64,CD,7
1603,"640,000",CD,1
1604,643.4,CD,1
1605,645-293,CD,1
1606,647.33-point,JJ,1
1607,65,CD,21
1608,"65,619",CD,1
1609,65-day,VB,1
1610,65-year-old,JJ,1
1611,65.2,CD,2
1612,65.7,CD,1
1613,65.9,CD,1
1614,"650,000",CD,1
1615,650-or-so,JJ,1
1616,650.9,CD,1
1617,654,CD,1
1618,655,CD,1
1619,66,CD,8
1620,66.5,CD,1
1621,66.6,CD,1
1622,66.7,CD,1
1623,660,CD,1
1624,664.3,CD,1
1625,"666,666",CD,1
1626,668,CD,2
1627,67,CD,5
1628,"67,972",CD,1
1629,67-31,JJ,1
1630,67-year-old,NNP,1
1631,67.1,CD,1
1632,67.75,CD,1
1633,67.9,CD,1
1634,670,CD,1
1635,671,CD,1
1636,673,CD,2
1637,678,CD,1
1638,679.5,CD,1
1639,68,CD,3
1640,68.2,CD,1
1641,68.4,CD,1
1642,68.42,CD,1
1643,68.5,CD,1
1644,68.9,CD,1
1645,682.7,CD,1
1646,684,CD,1
1647,69,CD,8
1648,"69,105",CD,1
1649,69-26,CD,1
1650,691.09,CD,1
1651,696.1,CD,1
1652,699,CD,2
1653,6:50,CD,1
1654,6\/2,CD,2
1655,6\/32,CD,3
1656,7,CD,29
1657,"7,500",CD,1
1658,"7,580",CD,1
1659,"7,592,988",CD,1
1660,7-28,JJ,1
1661,7.0,CD,1
1662,7.01,CD,1
1663,7.02,CD,1
1664,7.03,CD,2
1665,7.06,CD,1
1666,7.1,CD,1
1667,7.10,CD,2
1668,7.2,CD,2
1669,7.20,CD,2
1670,7.22,CD,1
1671,7.32,CD,1
1672,7.35,CD,2
1673,7.37,CD,2
1674,7.4,CD,2
1675,7.41,CD,1
1676,7.42,CD,2
1677,7.45,CD,1
1678,7.5,CD,8
1679,7.50,CD,2
1680,7.51,CD,2
1681,7.52,CD,3
1682,7.53,CD,1
1683,7.56,CD,1
1684,7.57,CD,2
1685,7.6,CD,1
1686,7.61,CD,3
1687,7.65,CD,2
1688,7.7,CD,1
1689,7.73,CD,1
1690,7.74,CD,1
1691,7.75,CD,2
1692,7.8,CD,1
1693,7.82,CD,2
1694,7.86,CD,1
1695,7.875,CD,2
1696,7.88,CD,1
1697,7.89,CD,1
1698,7.937,CD,1
1699,7.95,CD,3
1700,7.955,CD,1
1701,7.98,CD,3
1702,70,CD,15
1703,"70,000",CD,1
1704,70.1,CD,1
1705,70.5-point,JJ,1
1706,700,CD,3
1707,"700,000",CD,1
1708,702.4,CD,1
1709,"708,000",CD,1
1710,71,CD,8
1711,71%-owned,JJ,1
1712,71.25,CD,1
1713,71.36,CD,1
1714,71.6,CD,1
1715,711.9,CD,1
1716,72,CD,5
1717,72-year-old,JJ,1
1718,72.2,CD,2
1719,72.6,CD,1
1720,720,CD,1
1721,723,CD,1
1722,724.4,CD,1
1723,727,CD,1
1724,729,CD,1
1725,73,CD,9
1726,"73,100",CD,1
1727,73-year-old,NNP,2
1728,73.6,CD,1
1729,730.1,CD,1
1730,734.8,CD,1
1731,74,CD,4
1732,74.125,CD,1
1733,743.7,CD,1
1734,747,CD,2
1735,747.7,CD,1
1736,748,CD,1
1737,75,CD,32
1738,"75,000",CD,3
1739,75.2,CD,1
1740,75.3,CD,1
1741,75.875,CD,1
1742,750,CD,4
1743,"750,000",CD,2
1744,750th,JJ,1
1745,754,CD,1
1746,755.9,CD,1
1747,756,CD,1
1748,75th,CD,1
1749,76,CD,3
1750,"76,000",CD,1
1751,76-page,NNP,1
1752,76.4,CD,1
1753,76.5,CD,1
1754,76.66,CD,1
1755,76.7,CD,1
1756,761.38,CD,1
1757,767,CD,1
1758,77,CD,7
1759,773.94,CD,1
1760,778,CD,1
1761,78,CD,3
1762,78.4,CD,1
1763,780,CD,1
1764,783,CD,2
1765,785,CD,2
1766,788,CD,1
1767,788.8,CD,1
1768,79,CD,4
1769,79-year-old,NNP,1
1770,792,CD,1
1771,7:13,CD,1
1772,7A,CD,1
1773,7B,CD,1
1774,7\/16,CD,3
1775,7\/32,CD,1
1776,7\/8,CD,23
1777,8,CD,86
1778,8%-10,JJ,1
1779,"8,000",CD,3
1780,"8,524",CD,1
1781,"8,880",CD,2
1782,8.007,CD,1
1783,8.01,CD,1
1784,8.02,CD,2
1785,8.03,CD,2
1786,8.032,CD,1
1787,8.04,CD,1
1788,8.05,CD,3
1789,8.06,CD,1
1790,8.08,CD,1
1791,8.1,CD,2
1792,8.15,CD,1
1793,8.17,CD,2
1794,8.19,CD,1
1795,8.2,CD,2
1796,8.20,CD,1
1797,8.21,CD,1
1798,8.25,CD,2
1799,8.26,CD,2
1800,8.27,CD,1
1801,8.28,CD,1
1802,8.3,CD,3
1803,8.30,CD,2
1804,8.32,CD,2
1805,8.325,CD,1
1806,8.375,CD,2
1807,8.4,CD,2
1808,8.40,CD,1
1809,8.42,CD,1
1810,8.425,CD,1
1811,8.45,CD,5
1812,8.48,CD,1
1813,8.5,CD,3
1814,8.50,CD,6
1815,8.525,CD,1
1816,8.53,CD,1
1817,8.55,CD,3
1818,8.59,CD,1
1819,8.6,CD,1
1820,8.60,CD,5
1821,8.61,CD,1
1822,8.7,CD,2
1823,8.70,CD,3
1824,8.74,CD,1
1825,8.75,CD,2
1826,8.79,CD,1
1827,8.8,CD,3
1828,8.80,CD,1
1829,8.81,CD,1
1830,8.875,CD,1
1831,8.9,CD,2
1832,8.98,CD,1
1833,80,CD,17
1834,80%-owned,JJ,1
1835,"80,000",CD,1
1836,800,CD,8
1837,"800,000",CD,3
1838,800-462-9029,CD,1
1839,806.7,CD,1
1840,807,CD,1
1841,807.5,CD,1
1842,81,CD,5
1843,81%-owned,JJ,1
1844,81.125,CD,1
1845,81.50,CD,1
1846,81.9,CD,1
1847,813,CD,1
1848,82,CD,2
1849,82-day,JJ,1
1850,822,CD,2
1851,83,CD,2
1852,83.7,CD,1
1853,830.5,CD,1
1854,833,CD,1
1855,835,CD,1
1856,837,CD,1
1857,837.5,CD,1
1858,838.3,CD,1
1859,84,CD,6
1860,84.4,CD,1
1861,841,CD,1
1862,845.7,CD,1
1863,85,CD,9
1864,85.339,CD,1
1865,85.49,CD,1
1866,85.50,CD,1
1867,85.60,CD,1
1868,85.7,CD,1
1869,850,CD,3
1870,86,CD,3
1871,86.3,CD,1
1872,86.4,CD,1
1873,86.50,CD,2
1874,861,CD,1
1875,862,CD,1
1876,866,CD,1
1877,87,CD,5
1878,87.026,CD,1
1879,87.1,CD,1
1880,87.5,CD,6
1881,871,CD,1
1882,876,CD,1
1883,877.6,CD,1
1884,88,CD,5
1885,88.12,CD,1
1886,88.7,CD,1
1887,880,CD,5
1888,89,CD,6
1889,89.2,CD,1
1890,89.75,CD,1
1891,899.6,CD,1
1892,899.8,CD,1
1893,8:01,CD,1
1894,9,CD,44
1895,"9,000",CD,1
1896,"9,023",CD,1
1897,"9,360",CD,1
1898,"9,800",CD,1
1899,9.03,CD,1
1900,9.07,CD,1
1901,9.1,CD,1
1902,9.13,CD,1
1903,9.2,CD,1
1904,9.29,CD,1
1905,9.3,CD,1
1906,9.33,CD,1
1907,9.37,CD,1
1908,9.4,CD,1
1909,9.42,CD,1
1910,9.49,CD,1
1911,9.5,CD,4
1912,9.51,CD,1
1913,9.53,CD,1
1914,9.6,CD,4
1915,9.664,CD,1
1916,9.7,CD,2
1917,9.75,CD,1
1918,9.76,CD,1
1919,9.8,CD,1
1920,9.80,CD,1
1921,9.81,CD,1
1922,9.83,CD,1
1923,9.87,CD,1
1924,9.875,CD,1
1925,9.88,CD,1
1926,9.9,CD,4
1927,9.9375,CD,1
1928,90,CD,12
1929,90-foot,JJ,1
1930,90-year,CD,1
1931,900,CD,1
1932,"900,000",CD,1
1933,9000,CD,3
1934,905,CD,1
1935,91,CD,4
1936,91.7,CD,1
1937,911,CD,2
1938,918.4,CD,1
1939,92,CD,1
1940,921.6,CD,1
1941,923,CD,1
1942,"923,500",CD,1
1943,93,CD,2
1944,93.7,CD,1
1945,930,CD,1
1946,942,CD,1
1947,"944,000",CD,1
1948,95,CD,10
1949,95.2,CD,1
1950,95.25,CD,1
1951,95.72,CD,1
1952,95.75,CD,1
1953,95.8,CD,1
1954,950,CD,1
1955,951,CD,1
1956,96,CD,4
1957,"960,000",CD,1
1958,963,CD,1
1959,97,CD,9
1960,97-nation,JJ,1
1961,97.9,CD,1
1962,"971,000",CD,1
1963,98,CD,11
1964,98.481,CD,1
1965,981.2,CD,1
1966,99,CD,10
1967,"99,000",CD,1
1968,"99,385",CD,1
1969,99-cent,JJ,1
1970,99.1,CD,2
1971,99.5,CD,1
1972,99.75,CD,2
1973,99.85,CD,1
1974,99.9,CD,1
1975,99.90,CD,1
1976,992.7,CD,1
1977,9:31,CD,1
1978,9:38,CD,1
1979,9:53,CD,1
1980,9\/16,CD,9
1981,9\/32,CD,3
1982,:,:,314
1983,;,:,243
1984,=,SYM,2
1985,?,.,86
1986,@,IN,1
1987,A,DT,191
1988,A,NNP,1
1989,A&M,NNP,2
1990,A.,NNP,17
1991,A.D.L.,NNP,1
1992,A.F.,NNP,1
1993,A.G.,NNP,2
1994,A.P.,NNP,8
1995,AB,NNP,5
1996,ABC,NNP,3
1997,AC&R,NNP,3
1998,AC&R\/CCL,NNP,1
1999,ACCEPTANCES,NNS,2
2000,ACCOUNT,NN,2
2001,ACLU,NNP,1
2002,ADN,NNP,3
2003,ADS,NNPS,1
2004,ADVERTISING,NNP,1
2005,AEW,NNP,4
2006,AFTERSHOCKS,NNS,1
2007,AG,NNP,5
2008,AGS,NNP,1
2009,ALCEE,NNP,1
2010,ALQ-135,NN,1
2011,ALQ-178,NNP,1
2012,AMONG,IN,1
2013,AMR,NNP,16
2014,AMRO,NNP,1
2015,ANB,NNP,1
2016,ANC,NNP,2
2017,AND,CC,2
2018,AON,NNP,1
2019,APPLE,NNP,1
2020,APPROVED,VBD,1
2021,ARA,NNP,1
2022,ARCO,NNP,5
2023,ARE,VBP,1
2024,ARRIVED,VBD,1
2025,ARTY,NNP,1
2026,ASSETS,NNP,2
2027,ASSOCIATION,NNP,2
2028,AT&T,NNP,15
2029,Abbe,NNP,1
2030,Abbott,NNP,2
2031,Aberdeen,NNP,1
2032,Abortion,NN,1
2033,Abortion,NNP,5
2034,Abortion-rights,NNS,1
2035,About,IN,14
2036,Abraham,NNP,1
2037,Abramson,NNP,4
2038,Academy,NNP,3
2039,Acceptance,NNP,2
2040,Accident,NNP,2
2041,Accord,NNP,1
2042,According,VBG,23
2043,Accords,NNPS,1
2044,Accounting,NNP,1
2045,Accumulation,NNP,3
2046,Acquisition,NNP,3
2047,Across,IN,1
2048,Acrylic,NNP,1
2049,Act,NNP,11
2050,Action,NNP,3
2051,Activity,NN,3
2052,Acton,NNP,1
2053,Actually,RB,3
2054,Ad,NN,2
2055,Adam,NNP,1
2056,Adams,NNP,2
2057,Adamski,NNP,1
2058,Adding,VBG,1
2059,Addington,NNP,2
2060,Addiss,NNP,1
2061,Additional,JJ,1
2062,Additionally,RB,1
2063,Addressing,VBG,1
2064,Adds,VBZ,3
2065,Adjustment,NNP,1
2066,Adlai,NNP,1
2067,Administration,NN,1
2068,Administration,NNP,17
2069,Administrator,NNP,1
2070,Administrators,NNP,1
2071,Adobe,NNP,4
2072,Adopting,VBG,1
2073,Adsi,NNP,1
2074,Advanced,NNP,7
2075,Advancers,NNS,1
2076,Adverse,JJ,2
2077,Advertiser,NNP,1
2078,Advertisers,NNS,2
2079,Advertising,NN,2
2080,Advertising,NNP,4
2081,Advisers,NNPS,1
2082,Advisor,NNP,1
2083,Advisors,NNP,1
2084,Advisory,NNP,2
2085,Aegon,NNP,1
2086,Aeroflot,NNP,1
2087,Aeronautics,NNP,3
2088,Aeroquip,NNP,2
2089,Aerospace,NNP,4
2090,Aetna,NNP,6
2091,Affairs,NNP,2
2092,Affiliated,NNP,2
2093,Affiliates,NNP,1
2094,Afghanistan,NNP,1
2095,Africa,NNP,17
2096,Africaine,NNP,1
2097,African,JJ,5
2098,African,NNP,1
2099,African-controlled,JJ,1
2100,Afrikaner,JJ,4
2101,Afrikanerdom,NNP,1
2102,Afrikaners,NNPS,4
2103,After,IN,38
2104,Aftereffects,NNS,1
2105,Aftershocks,NNS,1
2106,Afterward,RB,1
2107,Again,RB,1
2108,Against,IN,2
2109,Agency,NNP,9
2110,Agenda,NNP,1
2111,Agents,NNS,1
2112,Agnos,NNP,11
2113,Agreement,NNP,1
2114,Agricola,NNP,1
2115,Agricultural,NNP,2
2116,Agriculture,NNP,6
2117,Ahmad,NNP,1
2118,Ahmanson,NNP,5
2119,Aid,NNP,2
2120,Aided,VBN,1
2121,Air,NN,1
2122,Air,NNP,57
2123,Air-freight,NN,1
2124,Airbus,NNP,1
2125,Aircraft,NNP,1
2126,Airline,NNP,2
2127,Airlines,NNP,4
2128,Airlines,NNPS,25
2129,Airport,NNP,2
2130,Airways,NNP,3
2131,Airways,NNPS,12
2132,Ajinomoto,NNP,1
2133,Al,NNP,2
2134,Ala.,NNP,1
2135,Alabama,NNP,2
2136,Alameda,NNP,1
2137,Alamo,NNP,1
2138,Alamos,NNP,1
2139,Alan,NNP,4
2140,Alarmed,JJ,1
2141,Albany,NNP,3
2142,Albert,NNP,1
2143,Alberta,NNP,5
2144,Alberto,NNP,1
2145,Albuquerque,NNP,1
2146,Alcarria,NNP,1
2147,Alcatraz,NNP,1
2148,Alcee,NNP,3
2149,Alcohol,NN,1
2150,Aldrich,NNP,1
2151,Alex,NNP,4
2152,Alexander,NNP,2
2153,Alexandra,NNP,1
2154,Alexandria,NNP,2
2155,Alfred,NNP,4
2156,Alfredo,NNP,1
2157,Alida,NNP,1
2158,All,DT,28
2159,Allen,NNP,3
2160,Allenport,NNP,1
2161,Allentown,NNP,1
2162,Alliance,NNP,2
2163,Allied-Lyons,NNP,3
2164,Allstate,NNP,1
2165,Almanac,NNP,1
2166,Almost,RB,1
2167,Aloe,NNP,2
2168,Aloft,JJ,1
2169,Along,IN,3
2170,Alonso,NNP,1
2171,Alper,NNP,1
2172,Already,RB,4
2173,Also,RB,21
2174,Alsthom,NNP,1
2175,Alter,VB,1
2176,Alternatives,NNP,1
2177,Although,IN,35
2178,Altman,NNP,1
2179,Alto,NNP,7
2180,Aluminium,NNP,1
2181,Aluminum,NNP,1
2182,Alusuisse,NNP,3
2183,Always,RB,1
2184,Am,NNP,3
2185,Amazing,JJ,1
2186,Amazon,NNP,1
2187,Ambassador,NNP,1
2188,Amber,NNP,1
2189,Amcap,NNP,1
2190,Amdahl,NNP,1
2191,Amdura,NNP,7
2192,Amendment,NNP,1
2193,Amenities,NNS,1
2194,America,NNP,53
2195,American,JJ,34
2196,American,NNP,88
2197,Americans,NNP,1
2198,Americans,NNPS,17
2199,Americas,NNP,1
2200,Ameritas,NNP,2
2201,Ameritech,NNP,3
2202,Amerman,NNP,1
2203,Ameron,NNP,1
2204,Ames,NNP,3
2205,Amex,NNP,14
2206,Amfac,NNP,1
2207,Amgen,NNP,2
2208,Amhowitz,NNP,1
2209,Amicable,NNP,2
2210,Amid,IN,1
2211,Amiga,NNP,1
2212,Amityville,NNP,1
2213,Amoco,NNP,11
2214,Amon,NNP,2
2215,Among,IN,29
2216,Amram,NNP,3
2217,Amstel,NNP,1
2218,Amsterdam,NNP,3
2219,Amtrak,NNP,3
2220,Amway,NNP,3
2221,An,DT,43
2222,Ana,NNP,2
2223,Anaheim,NNP,1
2224,Anaheim-Santa,NNP,1
2225,Analyst,NNP,1
2226,Analysts,NNS,23
2227,And,CC,122
2228,Anderson,NNP,6
2229,Andersson,NNP,14
2230,Andre,NNP,1
2231,Andreas,NNP,3
2232,Andreassen,NNP,1
2233,Andrew,NNP,2
2234,Angel,NNP,2
2235,Angeles,NNP,44
2236,Angeles-based,JJ,7
2237,Angels,NNPS,1
2238,Anglo,NNP,1
2239,Anglo-American,NNP,1
2240,Anglo-Dutch,NNP,1
2241,Anglo-French,JJ,2
2242,Angrist,NNP,1
2243,Aniskovich,NNP,1
2244,Ann,NNP,2
2245,Anniversary,NNP,1
2246,Annualized,VBN,2
2247,Another,DT,17
2248,Antarctica,NNP,1
2249,Anterior,NNP,1
2250,Anthony,NNP,2
2251,Anti-nuclear,JJ,1
2252,Antique,NNP,1
2253,Anton,NNP,1
2254,Antonini,NNP,1
2255,Antonovich,NNP,1
2256,Any,DT,3
2257,Anyone,NN,1
2258,Anything,NN,1
2259,Aoun,NNP,2
2260,Apollo,NNP,2
2261,Appalachia,NNP,1
2262,Apparel,NN,1
2263,Apparently,RB,5
2264,Appealing,VBG,1
2265,Appeals,NNP,2
2266,Appeals,NNPS,3
2267,Appert,NNP,1
2268,Apple,NN,1
2269,Apple,NNP,6
2270,Applications,NNS,1
2271,Applying,VBG,1
2272,Appointed,VBN,1
2273,Appropriations,NNP,3
2274,April,NNP,24
2275,Aqua,NNP,1
2276,Aquino,NNP,2
2277,Arab,NNP,1
2278,Arab-Israeli,JJ,1
2279,Arabia,NNP,1
2280,Arabian,NNP,1
2281,Arafat,NNP,2
2282,Arbel,NNP,4
2283,Arby,NNP,1
2284,Arctic,NNP,1
2285,Are,VBP,2
2286,Area,NNP,11
2287,Areas,NNS,1
2288,Arfeen,NNP,1
2289,Argentina,NNP,2
2290,Argentine,JJ,1
2291,Arias,NNP,6
2292,Ariz,NNP,1
2293,Ariz.,NNP,8
2294,Arizona,NNP,10
2295,Ark,NNP,2
2296,Ark.,NNP,2
2297,Arkansas,NNP,4
2298,Arkansas-based,JJ,1
2299,Arlen,NNP,1
2300,Armco,NNP,1
2301,Armed,NNP,1
2302,Armenian,JJ,4
2303,Armenians,NNPS,1
2304,Armonk,NNP,3
2305,Armstrong,NNP,2
2306,Army,NNP,4
2307,Arnold,NNP,1
2308,Around,IN,1
2309,Art,NNP,5
2310,Arthritis,NNP,1
2311,Arthur,NNP,7
2312,Artists,NNP,1
2313,Artists,NNPS,1
2314,Artists,NNS,1
2315,Artois,NNP,1
2316,Arts,NNP,1
2317,Aruba,NNP,3
2318,As,IN,67
2319,As,RB,6
2320,Asbury,NNP,1
2321,Asheville,NNP,1
2322,Ashland,NNP,7
2323,Ashton-Tate,NNP,1
2324,Asia,NNP,5
2325,Asia\/Australia,NNP,1
2326,Asian,JJ,5
2327,Asian,NNP,3
2328,Aside,RB,1
2329,Asilone,NNP,2
2330,Asked,VBN,2
2331,Assad,NNP,1
2332,Assembly,NNP,2
2333,Assessment,NNP,1
2334,Asset,NNP,5
2335,Asset-backed,JJ,1
2336,Assets,NNS,2
2337,Assistant,NNP,2
2338,Associated,NNP,2
2339,Associates,NNP,2
2340,Associates,NNPS,13
2341,Association,NNP,47
2342,Assurance,NNP,2
2343,Assurances,NNP,1
2344,At,IN,70
2345,Atchinson,NNP,1
2346,Athletics,NNP,1
2347,Atkinson,NNP,1
2348,Atlanta,NNP,12
2349,Atlanta-based,JJ,1
2350,Atlantans,NNPS,1
2351,Atlantic,NNP,14
2352,Atlantis,NNP,7
2353,Atlas,NNP,5
2354,Atop,IN,1
2355,Atrium,NNP,1
2356,Attacks,VBZ,1
